date,directional_bias,directional_bias_score,volatility_potential,volatility_potential_score,directional_volatility_score,leverage_fuel_score,new_oi_addition_score,oi_zone_reactivation_score,oi_anchor_direction_score,estimated_oi_anchor_price,volatility_trigger_score,realized_volatility_regime_score,cascade_activation_score,liquidation_impulse_score,funding_crowding_score,signal_confidence_score,heatmap_open_interest_usd,heatmap_oi_venue_count,heatmap_liquidation_dominance_pct,heatmap_liquidated_interest_long_usd,heatmap_liquidated_interest_short_usd,liquidation_pressure_downside_score,liquidation_pressure_upside_score,liquidation_pressure_net_score,liquidation_wall_downside_distance_bps,liquidation_wall_downside_amount_score,liquidation_wall_upside_distance_bps,liquidation_wall_upside_amount_score,oi_area_downside_distance_bps,oi_area_downside_amount_score,oi_area_upside_distance_bps,oi_area_upside_amount_score,cascade_closeness_amount_score,cascade_closeness_amount_direction_score,cascade_threshold_state,btc_forward_jump_1d_pct,btc_forward_jump_3d_pct,btc_forward_jump_7d_pct,btc_forward_abs_jump_7d_pct,btc_forward_jump_direction,regime
2022-09-23,neutral,-3.90322010274,elevated,48.0810841765,0,38.7217708431,6.42764679391,65.6363956847,15.2772526924,21763.8679833,0,60.0830317938,-0,-62.7783778768,41.0192280105,84.2948717949,3158333534.59,2,99.647937524,18574376.6156,32754.3630136,74.2395328626,75.4859089003,1.24637603768,-1037.70665174,91.6540629215,931.29332441,32.5886981205,,,1637.13934525,44.8605101094,79.4116599105,-2.63271924821,cascade-ready,-1.91746150295,-2.49472270198,-2.49472270198,2.49472270198,downside,neutral
2022-09-24,neutral,-6.73480374632,elevated,50.5624462433,0,35.2849287351,0,60.7490637561,15.4351111341,21705.9669244,0,60.9860937357,-0,-32.6707238926,29.3639414857,96.7948717949,3154482808.56,2,0,0,0,89.7534576201,66.3542865531,-23.399171067,-862.96807353,91.4812114228,1144.42165878,32.099031929,,,1864.02961814,44.6369696242,89.7534576201,-23.399171067,cascade-ready,-0.588546348686,1.61440431495,3.55084342446,3.55084342446,upside,neutral
2022-09-25,neutral,-5.15973386078,elevated,49.5886243339,0,33.7063971558,0,59.2149516769,15.4842391753,21688.5055467,0,54.4101182238,-0,-45.9479888483,23.7811641918,84.2948717949,3195084144.77,2,4.38629672456,40653.9371069,37237.3922774,99.5480723072,67.5751366408,-31.9729356665,-806.687395914,90.4304600903,1213.06710159,31.7303431016,,,282.385986962,100,99.5480723072,-8.68543929517,cascade-ready,2.2159928084,3.23196646755,4.16389623239,4.16389623239,upside,neutral
2022-09-26,neutral,3.79310707011,elevated,51.0014105297,0,36.2817189896,0,64.8735897382,15.3041600422,21753.790056,0,57.0176854463,0,6.89468034837,4.44353381535,78.0448717949,3418401225.31,2,-96.8860728951,6660.67244354,421138.194975,96.8189717997,100,3.18102820031,-1008.35533335,100,967.093075458,52.4883305526,,,1675.25072686,43.3877579418,100,3.18102820031,cascade-ready,-0.760812435276,1.90567382899,2.11122848831,2.11122848831,upside,neutral
2022-09-27,neutral,-3.05953315987,elevated,48.1320913135,0,36.1608348878,17.4554785761,63.8425581169,14.9586537735,21624.707739,0,50.4956411309,-0,10.2014877361,4.50057019796,71.7948717949,3426649096.43,2,-95.2004675029,764640.292132,31098475.2338,100,77.1792602278,-22.8207397722,-939.060108525,100,1051.61233846,51.6331134437,,,1765.22749463,43.2729025597,100,-22.8207397722,cascade-ready,1.76821306653,2.68692875234,6.62240890189,6.62240890189,upside,neutral
2022-09-28,neutral,-6.15058010382,elevated,46.6594515086,0,39.1085831235,12.8843538817,68.6877568372,14.3808176772,21620.9919127,0,49.2250749386,0,-57.3417918252,-3.46328050579,84.2948717949,3490960645.27,2,86.8391115653,7535014.06087,530764.027821,89.3407032484,93.1202040288,3.77950078039,-1094.82882398,100,861.621512092,55.7675961306,,,1562.9687449,43.0566709418,93.1202040288,3.77950078039,cascade-ready,0.902753087756,0.902753087756,4.76985464233,4.76985464233,upside,neutral
2022-09-29,neutral,-4.85425596462,elevated,40.0800316322,0,42.709494126,39.8187042003,71.9299114766,14.0853561067,21488.2183165,0,29.613960033,0,-57.4937616771,10.7198749358,84.2948717949,3670071548.95,2,89.9321555544,969425.791312,51386.9178179,97.113746064,100,2.886253936,-1175.37653445,100,763.377612287,54.9395948761,,,1458.38112495,43.0566709418,100,2.886253936,cascade-ready,-0.872207327971,-2.72232860973,3.83250351079,3.83250351079,upside,neutral
2022-09-30,neutral,5.85760086292,elevated,39.4206246385,0,42.2731593149,16.5347014045,70.4796684646,14.4193716985,21386.0670883,0,30.0785178008,-0,13.6532528679,23.9906195005,84.2948717949,3424750964.98,2,-60.3946618638,1074843.41994,4352927.0298,95.973127249,95.391388288,-0.581738960999,-1099.36899123,100,856.08387814,50.6528274849,-273.83077873,19.9158347543,1557.07353964,40.1982605074,95.973127249,-0.581738960999,cascade-ready,-0.554820031218,-1.86640016073,4.74610672945,4.74610672945,upside,neutral
2022-10-01,neutral,-5.10995612691,elevated,38.4097137181,0,40.912732236,0,69.2608331907,14.4457753091,21363.4866812,0,26.1639801133,-0,-30.2873854681,4.5163915503,85.0641025641,3429637123.36,2,0,0,0,100,90.4389251004,-9.56107489959,-1048.45252854,100,918.186597501,50.3684912571,-218.191787323,19.9158347543,1623.1863021,40.1982605074,100,-9.56107489959,cascade-ready,-1.3188976378,5.33050145048,5.33050145048,5.33050145048,upside,neutral
2022-10-02,neutral,-8.29774571393,elevated,39.1067861185,0,38.5978457589,0,66.2493253736,14.5029474863,21314.124629,0,27.8405920724,-0,-72.81218679,42.6588497817,97.5641025641,3437434517.83,2,100,4180068.29881,0,100,83.8276236501,-16.1723763499,-929.787564422,100,1062.92204408,49.2548956193,,,261.31467709,78.003656302,100,-13.5839774776,cascade-ready,3.00586895125,6.73826997176,6.73826997176,6.73826997176,upside,neutral
2022-10-03,neutral,1.47934212606,elevated,41.9734127736,0,41.8481778291,0,72.8671632664,14.3749350325,21425.8224557,7.69123831552,32.0791470967,0.462677852764,12.0212456509,-17.6848919873,85.0641025641,3708391230.36,2,-96.4647897913,5697.27427562,316618.737462,100,100,0,-1192.33053254,100,566.787088709,51.8598693479,,,1436.36711239,39.9038264128,100,0,cascade-ready,3.62348384466,3.62348384466,3.62348384466,3.62348384466,upside,neutral
2022-10-04,neutral,7.65207525357,elevated,48.8429739076,0,45.8510484983,9.29525246751,79.7502014211,14.2935666791,21550.9048729,17.0915684706,42.4598011238,1.12013870115,25.1049885208,18.8199502237,85.0641025641,4572946649.39,2,-99.5698824013,59610.7977896,27658761.0924,100,100,0,-990.375162758,100,537.581171968,91.932194034,-602.001361264,89.2937446374,1037.26939545,39.9038264128,100,0,cascade-ready,-0.90001475434,-3.99399990164,-6.28534894015,6.28534894015,downside,neutral
2022-10-05,neutral,-5.57935389232,elevated,45.9064892622,0,51.2865282818,86.3117559713,80.7165497344,11.8184598517,21333.9871536,0,40.7244192299,-0,-44.6296260972,-4.87378675729,85.0641025641,4565627997.06,2,100,10554470.358,0,100,100,0,-910.105320078,100,631.464102521,96.2552510124,-408.012990771,92.9015335741,1135.60422004,38.4289677472,100,0,cascade-ready,-0.97270471464,-3.69131513648,-5.43424317618,5.43424317618,downside,neutral
2022-10-06,neutral,-5.04062205709,elevated,46.1804894697,0,53.5622649261,48.8028078529,80.4882602771,10.974666518,21201.0940706,0,40.8404101466,-0,-43.8437352031,0.0081296141549,85.0641025641,4364732938.41,2,44.3532210911,580894.672668,223929.311553,100,100,0,-819.567386172,100,737.356505912,90.4698320867,-201.117497678,100,1246.51800225,36.786689738,100,0,cascade-ready,-2.1704921319,-2.74531422271,-4.50536233337,4.50536233337,downside,neutral
2022-10-07,neutral,-1.0887151058,elevated,47.325260031,0,53.8060410208,48.4748506452,77.3646296059,13.6505497391,20993.4166961,0,44.1609171407,-0,-55.6603189605,50.0521335302,85.0641025641,4053902212.8,2,100,48844657.6396,0,100,100,0,-616.513425084,100,974.846705106,83.2133468536,-212.023735646,18.3675795333,470.893718349,100,100,0,cascade-ready,-0.587575367939,-2.03320543622,-2.38667274562,2.38667274562,downside,neutral
2022-10-08,neutral,-0.331021935713,elevated,47.8221198214,0,57.2217561297,62.0954484339,77.7740355743,18.0022835136,20835.3468977,0,44.5253021986,-0,-65.0286882786,64.9717632694,85.0641025641,4020838273.37,2,100,4713598.45632,0,100,100,0,-560.011157373,100,1040.93128056,81.0547563476,-153.085850371,11.9764009025,419.438826773,100,100,0,cascade-ready,0.122641217755,-1.80973091074,-1.80973091074,1.80973091074,downside,neutral
2022-10-09,neutral,0.254480815549,elevated,47.7458606773,0,61.4253141459,60.3718493363,79.3404200222,20.0816578007,20728.7463515,0,43.2150336098,0,-48.2561367888,45.453990704,85.0641025641,4046682536.44,2,12.7085540608,5497.03524236,4257.38896824,100,100,0,-576.352097716,100,1021.81905465,81.6500477721,-170.131192199,11.959198567,401.402425342,100,100,0,cascade-ready,-1.57488419969,-1.93000514668,-1.93000514668,1.93000514668,downside,neutral
2022-10-10,neutral,-10.1591653121,elevated,46.153325104,0,59.7382878604,70.065851963,72.8741900571,17.5337104394,20393.2706449,0,38.1620758275,-0,-70.6514249656,-16.9011781544,85.0641025641,4121527377.18,2,100,43160078.4405,0,100,100,0,-422.009438227,100,1202.3369266,80.0233575869,,,571.758971914,100,100,0,cascade-ready,-0.360803179251,1.26281112738,2.17841455762,2.17841455762,upside,neutral
2022-10-11,neutral,-9.45711380099,elevated,40.7274555245,0,61.6126914446,42.4649006345,73.0593830068,16.6483380939,20303.2309025,0,25.1308059418,-0,-77.9344936147,0.129225502175,85.0641025641,4192156457.39,2,99.7740571882,13342348.3907,15090.0860408,100,100,0,-387.58244867,100,1242.60244303,78.8282019959,,,609.757948148,100,100,0,cascade-ready,0.48806087641,1.62949357124,2.54841249016,2.54841249016,upside,neutral
2022-10-12,neutral,3.99399751245,elevated,39.933941122,0,61.3008767129,0,74.0176150985,16.6135473935,20319.9095554,0,24.3594562717,0,2.68591473209,17.0043033873,78.8141025641,4150106730.02,2,-53.02265662,20686.447224,67383.4423678,100,100,0,-434.862310684,100,1007.06357921,78.5843038076,,,557.572544308,100,100,0,cascade-ready,1.13588886568,1.13588886568,2.05034468352,2.05034468352,upside,neutral
2022-10-13,neutral,-2.41351215422,elevated,40.053136685,0,61.8014221669,0,75.831456754,16.5451933374,20352.419545,0,24.7881499846,0,-68.2333043754,39.9295351023,85.0641025641,4243414268.9,2,99.2725776681,188812220.498,689237.964022,95.3821304215,100,4.61786957854,-1612.134512,100,882.732998628,86.8370859108,,,438.319201715,100,100,4.61786957854,cascade-ready,-1.03741189228,-1.5754821719,-1.70819240402,1.70819240402,downside,neutral
2022-10-14,neutral,3.21319899323,elevated,36.6064628959,0,52.2428673777,2.42680741121,64.6963586746,17.2216860363,20033.449994,0,19.2154263198,-0,8.91486616683,-2.64531042348,78.8141025641,4079556817.48,2,-87.6679295103,649771.928488,9888149.16155,97.818814113,100,2.18118588704,-1526.94687637,100,993.258649592,82.1791130728,,,544.331361059,100,100,2.18118588704,cascade-ready,-0.543710800121,1.9619506799,1.9619506799,1.9619506799,upside,neutral
2022-10-15,neutral,0.719877867521,elevated,36.1615947948,0,50.4175941987,0,63.243066026,17.276632865,20008.3431552,0,19.1295706291,-0,-37.7824662563,42.4737943789,85.0641025641,4072318867.22,2,0,0,0,100,100,0,-1476.38503644,100,1058.85948746,80.299337873,,,607.253283854,100,100,0,cascade-ready,1.00470084573,2.51935950977,2.51935950977,2.51935950977,upside,neutral
2022-10-16,neutral,7.46722159484,elevated,37.4853521744,0,51.280576225,0,65.2060654887,17.2249102998,20036.077508,0,20.7531036637,0,11.1709966766,16.543140841,85.0641025641,3982872695.17,2,-100,0,165079.296885,91.2336570115,100,8.76634298846,-1560.59315635,100,949.604697121,77.3980750273,,,502.460087514,100,100,8.76634298846,cascade-ready,1.49959224804,1.49959224804,1.60399752752,1.60399752752,upside,neutral
2022-10-17,neutral,8.75937110834,elevated,37.8799952034,0,53.0648328216,0,68.7842221279,17.0191829772,20124.1725988,1.88786200565,20.2649704986,0.170496612228,20.6092295833,37.5061419279,85.0641025641,4264154702.19,2,-100,0,322779.02952,100,100,0,-978.397748852,100,964.821218615,94.7295900822,,,347.612989403,100,100,0,cascade-ready,-1.12432576277,-2.58896860895,-2.58896860895,2.58896860895,downside,neutral
2022-10-18,neutral,-8.03610186967,elevated,38.0334571406,0,50.8331688885,4.13203946993,66.4243720683,16.9983648736,20053.2948201,0,22.049325023,-0,-59.1881402416,-10.5455731619,85.0641025641,4291016034.63,2,66.3520163142,2375999.6451,480592.89612,100,100,0,-875.857786306,100,1089.44790086,90.2224655723,,,465.224453401,100,100,0,cascade-ready,-1.05688658396,-1.48129745509,3.86834981807,3.86834981807,upside,neutral
2022-10-19,neutral,-9.43044950947,elevated,38.2165339242,0,46.7291786839,0,62.1341427766,17.2392013178,19951.9498693,0,23.3418297354,-0,-63.3837475617,-17.0892201378,85.0641025641,4231710128.4,2,100,4819657.06771,0,100,100,0,-781.673954385,100,1203.91857358,87.3562861503,,,573.251588211,100,100,0,cascade-ready,-0.428944326165,-0.428944326165,8.58725616869,8.58725616869,upside,neutral
2022-10-20,neutral,-5.83764182322,elevated,37.1646031035,0,45.9689293286,8.65514094004,61.27888289,17.3917138712,19919.5327031,0,21.7503550345,-0,-70.0419141563,25.1270491369,85.0641025641,4295271101.06,2,100,3788435.71868,0,100,100,0,-742.19467916,100,1251.90153521,85.0740147914,,,618.533595748,100,100,0,cascade-ready,0.61046404724,2.76337425859,9.05504158195,9.05504158195,upside,neutral
2022-10-21,neutral,-8.28427502507,elevated,36.848170008,0,45.7136503355,2.97642588076,61.4548982327,17.4254953102,19894.7062477,0,20.6375278947,0,-74.621357151,8.5104654233,85.0641025641,4251696121.72,2,99.2937601193,31499149.5401,111623.94447,100,100,0,-798.154541258,100,1003.70243324,82.806802488,,,554.348656108,100,100,0,cascade-ready,0.230798552548,2.13984721345,8.39333921643,8.39333921643,upside,neutral
2022-10-22,neutral,0.267668645201,elevated,36.1669958011,0,46.6761227487,19.8166708096,62.0962244914,17.7818064817,19859.4667543,0,20.2447815505,0,-29.3688246291,26.9144055916,85.0641025641,4197128884.42,2,0,0,0,100,100,0,-817.32749918,100,980.775127551,81.2223580403,,,532.357623594,100,100,0,cascade-ready,1.90465274992,4.54907762919,8.34379607296,8.34379607296,upside,neutral
2022-10-23,neutral,3.86790656251,elevated,43.7141136797,0,47.3917702134,14.8138701026,62.7485778776,17.0054638002,19835.1277591,35.5849952477,24.0473673525,2.86786249518,24.661165371,-19.8987739221,85.0641025641,4471251302.39,2,-97.6694657589,40785.4210197,3459306.558,100,100,0,-988.336253058,100,952.741998231,100,,,336.213706619,100,100,0,cascade-ready,-1.24024191363,6.12248027934,6.31879227226,6.31879227226,upside,neutral
2022-10-24,neutral,-1.34253980879,elevated,38.8369962109,0,48.031956235,34.4822021718,62.1185379694,17.7550659719,19753.6331918,7.62704382604,23.1298843578,-0,-41.812560568,28.6135734056,85.0641025641,4125607251.28,2,100,2530223.84321,0,100,100,0,-877.085463243,100,1087.95578696,92.2954604126,,,463.81633038,100,100,0,cascade-ready,3.88340468266,7.45518451608,7.65396182854,7.65396182854,upside,neutral
2022-10-25,neutral,10.8458796306,elevated,60.3771048201,0,49.9717506784,0,65.6270819009,17.0847008626,20000.9626558,100,37.4928470385,8.5375241192,45.0621006388,-0.220149317943,85.0641025641,4596456898.16,2,-100,0,68934016.4721,100,100,0,-1217.79237889,100,673.861891655,100,-480.458665914,42.0649706696,1180.01249674,18.8097998234,100,0,cascade-ready,3.43825834774,3.43825834774,3.62960489927,3.62960489927,upside,neutral
2022-10-26,neutral,11.0012085651,elevated,61.581071477,0,52.727172844,41.0297804047,66.7391615295,14.616337198,20423.9473006,83.1642824931,45.6416548187,6.40928943621,57.4787173586,-7.00954370663,85.0641025641,4939263208.04,2,-100,0,176521206.397,100,100,0,-676.67043164,40.5850138177,321.034149187,100,-795.129992219,100,810.453792492,18.8097998234,100,0,cascade-ready,-2.2776431596,-2.2776431596,-2.97808587408,2.97808587408,downside,neutral
2022-10-27,neutral,-3.4807494483,elevated,56.4489707219,0,58.9797576273,44.6120639525,71.8739429536,13.6110196072,20215.2370933,39.5641628746,49.1954107555,-0,-24.3682257112,-12.7818959005,85.0641025641,4446253282.13,2,96.635396956,7400525.6373,126629.444505,100,100,0,-460.036376187,35.9444942786,560.850565395,100,-581.248427153,95.276939744,1061.64221495,16.7979450289,100,0,cascade-ready,1.46557886175,2.52002662,2.52002662,2.52002662,upside,neutral
2022-10-28,neutral,2.87637696408,elevated,51.8858200431,0,58.9884394205,1.14314141787,71.945066315,13.2915529846,20355.6657291,7.43517063176,50.3494839375,0.582953042583,-21.4143432413,40.6865630864,85.0641025641,4343787037.76,2,100,9908743.92837,0,100,100,0,-599.895237935,34.6413725314,406.025180581,100,-719.33028218,92.8607634643,899.475067335,16.4099828818,100,0,cascade-ready,1.03921721049,1.03921721049,2.69545445712,2.69545445712,upside,neutral
2022-10-29,neutral,9.00254548424,elevated,51.3535727106,0,57.851762002,0,70.4182348093,13.0318186467,20451.9336613,0,51.0086666868,0,59.8996808738,-8.74504073936,85.0641025641,4445906404.34,2,-100,0,19406867.5816,100,100,0,-695.830813098,44.1857111809,299.823384311,100,-386.771154468,100,788.237220947,16.2161644413,100,0,cascade-ready,-0.870811234475,-1.5608245539,-3.15723167618,3.15723167618,downside,neutral
2022-10-30,neutral,-2.56522895227,elevated,50.1717997577,0,58.7713654091,4.42052621883,71.7677659001,13.1030262636,20370.3379285,0,49.1735714372,-0,-19.1994769454,-10.6911496208,85.0641025641,4228876380.22,2,65.2937808311,261354.781812,54875.8476743,100,100,0,-613.662741199,41.1058559192,390.784394519,100,-301.873678606,100,883.511568803,15.2974019935,100,0,cascade-ready,-0.64805293079,-2.30650575292,3.27082403617,3.27082403617,upside,neutral
2022-10-31,neutral,-2.26310550888,elevated,49.7490449996,0,58.1643438333,0,72.3936543752,13.2653457422,20312.53222,0,48.4086119846,-0,-29.9126886573,6.12454617429,85.0641025641,3978164709,2,100,2709747.77968,0,100,100,0,-550.282107804,37.9070320964,460.947492034,95.2732484414,-236.387709793,100,957.001774597,14.2122681487,100,0,cascade-ready,-0.0483351235231,-1.66927057905,3.94443901963,3.94443901963,upside,neutral
2022-11-01,neutral,1.21865767852,elevated,44.7928749675,0,57.357797262,0,72.4602476971,13.2778272948,20308.7354775,0,37.2656349392,-0,7.27984654846,-11.2507900663,78.8141025641,3963821457.38,2,0,0,0,100,100,0,-548.667008057,37.7276360694,462.735426218,93.1605891449,-234.718960745,100,958.874491963,13.938993817,100,0,cascade-ready,-1.62171931556,3.25076567621,-9.4670307394,9.4670307394,downside,neutral
2022-11-02,neutral,-4.86257945172,elevated,43.3829095637,0,55.4446937796,0,72.562207156,13.6898136683,20170.3073226,14.6503498045,28.510826631,-0,-37.4894363958,-8.2828098888,85.0641025641,3775632104.57,2,95.3925295297,4042958.88515,95335.3422509,100,100,0,-391.838808116,35.2181302271,636.346065559,86.8107964774,-513.917357888,75.3832770116,1140.71768397,13.1813834258,100,0,cascade-ready,0.295927031147,5.70900839618,-21.0281974767,21.0281974767,downside,neutral
2022-11-03,neutral,-0.70585142479,elevated,37.4823409487,0,52.4140985628,0,71.9118190634,13.6211276815,20177.8142097,0,21.6662820646,0,-8.1872988835,-8.6795304196,78.8141025641,3768995077.72,2,0,0,0,100,100,0,-420.775615008,34.8617534308,604.312684146,85.7858488212,-542.486501983,75.1382507671,227.351001591,84.6726549183,100,0,cascade-ready,4.64313826443,5.39710985807,-21.2612068496,21.2612068496,downside,neutral
2022-11-04,neutral,8.77034303115,elevated,60.9872551122,0,43.5249298069,0,61.8514007243,12.1967166585,20625.8521753,100,41.0507029566,5.30861236434,42.8123863824,-1.86059247903,85.0641025641,4257651538.36,2,-100,0,36704209.6849,100,100,0,-1008.26456422,73.5593953187,461.275310038,90.8112145838,-961.303393342,75.1382507671,615.295156589,13.1516729722,100,0,cascade-ready,0.720516993415,-2.64457648929,-24.7549390659,24.7549390659,downside,neutral
2022-11-05,neutral,6.04697793704,elevated,45.3035111962,0,46.2594548482,0,66.1057814743,12.329438985,20705.3001407,0,40.6048734263,0,50.4831785736,-22.1876643005,85.0641025641,4465868774.89,2,-100,0,64577115.8259,100,100,0,-1071.36238735,72.7144936013,387.865265449,100,-1024.73075772,75.1382507671,540.804306508,13.1516729722,100,0,cascade-ready,-1.83138483506,-12.9446357193,-25.2932141532,25.2932141532,downside,neutral
2022-11-06,neutral,-7.41436232347,elevated,50.185095379,0,50.3921307573,14.8634607201,70.2983015681,11.6227789049,20511.5025637,21.7512690233,42.6985963906,-0,-35.3091970555,-32.4667284747,85.0641025641,4256095294.96,2,100,1778740.79096,0,100,100,0,-907.711268913,69.5100250082,578.262260222,95.0071557594,-860.224937962,72.0983164355,734.004488755,12.4784482621,100,0,cascade-ready,-1.53779904306,-23.8995215311,-23.8995215311,23.8995215311,downside,neutral
2022-11-07,neutral,-8.4854569804,elevated,49.5880162329,0,52.2894526756,3.50888986565,72.263952513,11.8428194453,20362.3238494,11.8454878923,44.1967098233,-0,-50.7426866962,-22.3229164135,85.0641025641,3932158947.88,2,99.9500032478,27518819.1725,6880.97804236,100,100,0,-765.597673051,63.3697559999,743.601805878,86.7410457406,-717.369124881,66.7415520587,362.062494826,53.9589180007,100,0,cascade-ready,-9.93556412973,-22.7109715918,-22.7109715918,22.7109715918,downside,neutral
2022-11-08,neutral,1.17604119942,high,72.744718335,0,37.2735768572,0,51.6997065869,14.6716943389,19764.4310098,100,95.6894767776,-0,-60.0196003839,65.6982107562,85.0641025641,3340730241.77,2,100,569034417.535,0,34.0426799446,44.086188757,10.0435088124,-1234.27215692,64.3450587809,1931.68401578,72.7196044869,,,1388.07207772,100,52.9145140524,5.82565997109,watch,-14.1847415561,-14.1847415561,-14.1847415561,14.1847415561,downside,neutral
2022-11-09,neutral,-5.76675979203,high,72.8826367855,0,13.6211939286,,19.1125815039,14.922749223,19732.8335593,100,100,-0,-63.141460788,96.4027580076,92.5641025641,2807249701.62,2,100,207974897.759,0,28.8021152334,22.492266045,-6.30984918843,-1082.93998482,47.2686606671,3910.9480021,61.0115504245,,,3277.16006458,100,56.0870446913,-26.7735462818,watch,10.5815781201,10.5815781201,10.5815781201,10.5815781201,upside,neutral
2022-11-10,upside,14.2590327167,high,75.6724927249,75.6724927249,43.34111129,0,64.264980011,13.2677883006,20177.7362052,100,100,5.75040689308,-18.9015696872,96.4027580076,72.5641025641,2944038727.79,2,0,0,0,21.7177677185,41.9205393332,20.2027716147,-1941.01248443,59.5523652654,1002.46700068,13.5542595631,,,1999.52305137,100,49.9517188731,12.4228824201,watch,-3.01171253127,-7.20263816238,-7.20263816238,7.20263816238,downside,high upside volatility potential
2022-11-11,neutral,0.521144754367,elevated,57.1316287796,0,36.4872181718,0,55.7246788203,13.457548757,20115.1406219,0,100,-0,-55.1117110612,74.534370687,85.0641025641,2735709143.19,2,99.8547151747,12054608.3798,8763.12410531,19.0574487715,32.2192704617,13.1618216902,-1687.80987641,54.692246921,1348.14979692,12.3841043009,,,2376.53201506,100,45.0998861937,-2.40129359061,watch,-1.4737693674,-4.32106364644,-4.32106364644,4.32106364644,downside,neutral
2022-11-12,upside,12.5585836513,elevated,61.6393002789,61.6393002789,32.5567871619,0,51.5911143004,13.5458247702,20087.5881462,0,100,-0,-19.7502908586,96.4027580076,72.5641025641,2723158600.85,2,0,0,0,21.2596055443,31.3917533074,10.1321477632,-1564.30506852,53.4707368663,1516.76372897,12.1789013092,,,444.886533674,43.0710907256,63.4117575281,14.2314001099,watch,-2.88988451172,-2.88988451172,-2.88988451172,2.88988451172,downside,elevated upside volatility potential
2022-11-13,neutral,-4.36378575509,elevated,59.1876068895,0,25.9348670349,0,43.464761913,13.7238939885,20034.5354271,0,100,-0,-64.2150297813,26.9173420515,85.0641025641,2671065269.57,2,94.7621902415,137669.833387,3702.40443422,27.2955506426,27.041771321,-0.253779321549,-1316.49198135,51.8385518882,1855.08852581,11.7426380611,,,751.723089293,41.9191375413,58.694782534,3.9897759352,watch,1.74006813225,3.47462196407,3.47462196407,3.47462196407,upside,neutral
2022-11-14,neutral,-0.0424190998658,elevated,59.5264041208,0,27.3195444051,0,48.273849453,13.5892894665,20064.6539219,0,100,0,-62.9227375572,45.5624566747,72.5641025641,2645748348.98,2,94.9111419381,9027910.11475,235706.141338,19.1718177206,28.4198752468,9.24805752625,-1463.16623543,50.6958439815,1654.84269626,11.549686821,,,570.114347664,41.6972371522,61.030494253,11.2609259125,watch,1.70488762556,1.70488762556,-5.01168308723,5.01168308723,downside,neutral
2022-11-15,upside,15.8533272753,elevated,60.8991300887,60.8991300887,28.4682900555,0,53.1369245722,13.5265970989,20095.3880088,0,100,0,10.9368790976,82.7397897027,97.5641025641,2654500983.46,2,-97.5354065667,519.455568514,41633.9934749,21.5368352221,34.1701254881,12.6332902659,-1603.12800714,48.886559373,1463.76102854,10.7606777958,,,396.816849778,39.3701265509,61.0535482941,15.3839373175,watch,-1.40748328725,-1.40748328725,-6.60398027036,6.60398027036,downside,elevated upside volatility potential
2022-11-16,neutral,-1.29046567489,elevated,54.1767773178,0,24.9974151318,0,49.1675149789,13.6132840111,20068.8178685,0,88.6707752245,-0,-62.5853173837,24.7382362498,72.5641025641,2800209288.34,2,97.3995315432,813760.834042,10720.1844085,31.4736756653,42.9586543867,11.4849787214,-861.823358793,25.0198489095,1004.43613694,22.8563077325,,,544.430064477,39.3701265509,59.5984584247,14.5937620565,watch,0.189182371806,0.254044899283,-5.27068093642,5.27068093642,downside,neutral
2022-11-17,neutral,3.86817495416,low,34.1297582769,0,25.0917105754,0,49.7034993514,13.6017691856,20072.3009087,0,41.3089950396,0,-63.3754629926,75.4994280254,72.5641025641,2857290725.19,2,57.0476496658,92600.6045839,25326.1581292,32.9755121237,48.4663902433,15.4908781196,-882.908973117,28.4870078089,979.044277566,28.2399027461,,,520.099632451,39.3701265629,59.8670528236,13.8099408609,watch,0.0455578134647,-2.45472692287,-5.44955371326,5.44955371326,downside,neutral
2022-11-18,neutral,0.830721629052,low,30.5662038564,0,24.95609169,0,49.8327899155,13.5989921533,20073.1429958,0,33.7244832489,0,7.89717913322,-34.9126712188,78.8141025641,2888087242.8,2,-91.1247776028,31875.2416474,686422.063387,38.1881820843,52.2176340349,14.0294519506,-888.124247247,36.15729747,972.763905305,34.0118368745,,,514.08179153,38.9457831337,59.6079160359,8.88658317888,watch,0.0191735022199,-5.49260921407,-5.49260921407,5.49260921407,downside,neutral
2022-11-19,neutral,-1.79372260099,low,29.6142303382,0,24.9266283352,0,49.8872242363,13.5978230123,20073.4977606,0,31.672985627,0,-55.0059736966,24.8118540743,85.0641025641,2844463239.55,2,70.5532104351,72122.967821,12452.3593007,37.064166905,50.504104402,13.439937497,-885.722139855,35.0579490796,975.656587119,32.9039334819,,,516.853553818,38.1356386668,58.9554255734,8.82365129082,watch,-2.51783692468,-5.51072611709,-5.51072611709,5.51072611709,downside,neutral
2022-11-20,neutral,-11.727389091,low,28.2628395595,0,21.4148547386,0,42.7550360277,13.751959431,20027.9191645,0,29.5899700995,-0,-70.9910832177,-16.4030798855,85.0641025641,2815331330.31,2,100,4009442.45446,0,51.1520285514,40.4950083083,-10.6570202431,-651.943003257,34.3362887528,1257.17966113,32.2450833035,,,786.608435255,37.8010227881,55.2203092424,-2.07075296477,watch,-3.07019161044,-3.07019161044,-3.07019161044,3.07019161044,downside,neutral
